price	city	neighborhood	bedrooms	garage
R$ 1.345.000,00	curitiba	alto da glória	3	2
R$ 206.600,00	curitiba	santa cândida	3	1
R$ 2.600.000,00	curitiba	mossunguê	4	3
R$ 1.690.000,00	curitiba	batel	4	3
R$ 6.804.153,00	curitiba	cabral	4	4
R$ 4.265.700,00	curitiba	água verde	4	4
R$ 665.000,00	curitiba	centro	3	1
R$ 1.200.000,00	curitiba	água verde	4	3
R$ 1.299.900,00	curitiba	batel	3	2
R$ 193.900,00	curitiba	centro	1	0
R$ 3.250.000,00	curitiba	juvevê	4	4
R$ 128.000,00	curitiba	sítio cercado	2	1
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 451.000,00	curitiba	cidade industrial de curitiba	3	1
R$ 275.000,00	curitiba	portão	3	1
R$ 190.000,00	curitiba	boa vista	2	1
R$ 2.476.100,00	curitiba	cabral	1	1
R$ 285.000,00	curitiba	bacacheri	2	0
R$ 1.000.480,00	curitiba	mossunguê	4	2
R$ 199.000,00	curitiba	boqueirão	1	1
R$ 223.000,00	curitiba	santa felicidade	2	1
R$ 1.854.100,00	curitiba	água verde	3	3
R$ 612.610,00	curitiba	cabral	2	2
R$ 841.600,00	curitiba	água verde	3	2
R$ 798.700,00	curitiba	batel	3	1
R$ 940.000,00	curitiba	centro	1	0
R$ 283.000,00	curitiba	portão	3	1
R$ 1.680.000,00	curitiba	são francisco	3	3
R$ 1.150.000,00	curitiba	campo comprido	3	3
R$ 1.140.500,00	curitiba	mercês	3	3
R$ 4.000.000,00	curitiba	mossunguê	4	3
R$ 798.700,00	curitiba	centro	3	1
R$ 1.837.900,00	curitiba	água verde	3	3
R$ 1.056.110,00	curitiba	jardim botânico	3	2
R$ 2.035.440,00	curitiba	juvevê	3	3
R$ 1.950.000,00	curitiba	juvevê	3	3
R$ 889.000,00	curitiba	juvevê	3	2
R$ 508.000,00	curitiba	portão	3	2
R$ 351.900,00	curitiba	água verde	2	1
R$ 154.872,00	curitiba	centro	1	0
R$ 351.900,00	curitiba	água verde	2	1
R$ 3.562.145,00	curitiba	mossunguê	4	4
R$ 6.461.700,00	curitiba	bigorrilho	4	5
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 566.270,00	curitiba	cabral	2	2
R$ 316.638,00	curitiba	campo comprido	1	1
R$ 1.694.000,00	curitiba	água verde	3	3
R$ 445.234,00	curitiba	boa vista	1	0
R$ 823.950,00	curitiba	centro	1	2
R$ 1.690.000,00	curitiba	mossunguê	3	3
R$ 969.237,00	curitiba	alto da glória	3	2
R$ 4.092.160,00	curitiba	batel	3	4
R$ 645.000,00	curitiba	ahú	2	2
R$ 1.680.000,00	curitiba	cabral	4	3
R$ 550.000,00	curitiba	centro	1	0
R$ 1.471.575,00	curitiba	mercês	3	2
R$ 606.861,00	curitiba	cabral	2	2
R$ 636.700,00	curitiba	centro	2	1
R$ 1.814.400,00	curitiba	água verde	3	3
R$ 643.413,00	curitiba	bacacheri	3	2
R$ 293.950,00	curitiba	portão	3	1
R$ 343.839,00	curitiba	boa vista	2	1
R$ 1.536.150,00	curitiba	juvevê	3	3
R$ 4.300.000,00	curitiba	batel	1	0
R$ 836.344,00	curitiba	boa vista	3	1
R$ 895.000,00	curitiba	centro	2	2
R$ 4.063.000,00	curitiba	batel	3	4
R$ 325.000,00	curitiba	vista alegre	2	1
R$ 1.029.000,00	curitiba	champagnat	3	3
R$ 855.100,00	curitiba	alto da glória	3	2
R$ 281.900,00	curitiba	tingui	2	1
R$ 4.347.229,00	curitiba	batel	4	4
R$ 1.908.600,00	curitiba	água verde	3	3
R$ 2.728.700,00	curitiba	batel	3	3
R$ 186.900,00	curitiba	centro	1	1
R$ 419.035,00	curitiba	boa vista	2	1
R$ 1.300.000,00	curitiba	batel	4	2
R$ 434.700,00	curitiba	capão raso	3	1
R$ 1.644.940,00	curitiba	juvevê	3	3
R$ 604.400,00	curitiba	santo inácio	2	1
R$ 3.908.000,00	curitiba	campo comprido	4	5
R$ 479.900,00	curitiba	mossunguê	2	1
R$ 1.336.078,00	curitiba	cidade industrial de curitiba	3	2
R$ 636.700,00	curitiba	centro	2	1
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 1.260.000,00	curitiba	batel	3	2
R$ 429.930,00	curitiba	são francisco	1	1
R$ 528.304,00	curitiba	bacacheri	3	2
R$ 14.795.400,00	curitiba	água verde	3	6
R$ 1.185.000,00	curitiba	batel	2	2
R$ 457.000,00	curitiba	bacacheri	2	1
R$ 623.900,00	curitiba	centro	2	1
R$ 153.000,00	curitiba	augusta	2	1
R$ 320.000,00	curitiba	mercês	1	1
R$ 636.700,00	curitiba	centro	2	2
R$ 820.700,00	curitiba	boa vista	3	1
R$ 267.152,00	curitiba	tarumã	2	1
R$ 1.217.810,00	curitiba	hugo lange	1	0
R$ 1.330.000,00	curitiba	cabral	3	2
R$ 2.370.000,00	curitiba	champagnat	4	3
R$ 745.000,00	curitiba	cristo rei	3	2
R$ 743.000,00	curitiba	bacacheri	3	2
R$ 310.555,00	curitiba	alto da glória	1	1
R$ 326.900,00	curitiba	batel	2	1
R$ 1.540.000,00	curitiba	juvevê	3	2
R$ 2.590.913,00	curitiba	mossunguê	3	2
R$ 275.000,00	curitiba	portão	3	1
R$ 3.223.000,00	curitiba	mossunguê	4	4
R$ 1.140.500,00	curitiba	mercês	3	3
R$ 489.000,00	curitiba	vila izabel	3	1
R$ 185.000,00	curitiba	centro	1	0
R$ 229.900,00	curitiba	capão da imbuia	2	1
R$ 1.114.239,00	curitiba	cidade industrial de curitiba	3	2
R$ 823.950,00	curitiba	centro	3	1
R$ 1.068.592,00	curitiba	são francisco	2	2
R$ 874.694,00	curitiba	água verde	3	2
R$ 221.990,00	curitiba	santa cândida	3	1
R$ 1.210.000,00	curitiba	cidade industrial de curitiba	4	2
R$ 1.101.437,00	curitiba	mossunguê	3	2
R$ 221.000,00	curitiba	bacacheri	1	0
R$ 1.049.690,00	curitiba	bacacheri	3	3
R$ 633.400,00	curitiba	água verde	1	1
R$ 1.125.000,00	curitiba	vila izabel	3	2
R$ 1.644.940,00	curitiba	juvevê	2	2
R$ 322.000,00	curitiba	bacacheri	1	0
R$ 254.900,00	curitiba	tingui	2	1
R$ 254.900,00	curitiba	tingui	1	1
R$ 171.600,00	curitiba	novo mundo	1	1
R$ 227.900,00	curitiba	capão raso	1	1
R$ 798.700,00	curitiba	batel	3	1
R$ 355.000,00	curitiba	água verde	3	1
R$ 747.400,00	curitiba	boa vista	3	2
R$ 205.000,00	curitiba	água verde	1	0
R$ 780.000,00	curitiba	cabral	3	2
R$ 663.000,00	curitiba	cristo rei	3	1
R$ 790.817,00	curitiba	campo comprido	3	2
R$ 771.400,00	curitiba	alto da glória	2	2
R$ 1.750.000,00	curitiba	batel	2	3
R$ 495.498,00	curitiba	bacacheri	3	1
R$ 285.900,00	curitiba	novo mundo	2	1
R$ 585.000,00	curitiba	boa vista	2	1
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 280.900,00	curitiba	tingui	1	0
R$ 666.000,00	curitiba	cristo rei	3	1
R$ 885.000,00	curitiba	alto da glória	3	2
R$ 485.800,00	curitiba	barigui	2	1
R$ 631.599,00	curitiba	cabral	3	2
R$ 1.380.000,00	curitiba	vila izabel	3	2
R$ 2.926.000,00	curitiba	cabral	3	2
R$ 361.900,00	curitiba	água verde	1	1
R$ 275.000,00	curitiba	portão	3	1
R$ 275.000,00	curitiba	centro	3	0
R$ 1.500.000,00	curitiba	ahú	3	2
R$ 1.518.500,00	curitiba	juvevê	3	3
R$ 3.032.000,00	curitiba	cidade industrial de curitiba	3	3
R$ 484.900,00	curitiba	boa vista	2	1
R$ 372.000,00	curitiba	portão	3	1
R$ 385.990,00	curitiba	capão raso	2	1
R$ 3.985.000,00	curitiba	batel	3	4
R$ 187.531,00	curitiba	fazendinha	2	1
R$ 597.465,00	curitiba	bacacheri	3	1
R$ 3.200.000,00	curitiba	cabral	3	4
R$ 1.345.337,00	curitiba	ahú	3	2
R$ 504.000,00	curitiba	água verde	3	1
R$ 501.615,00	curitiba	bacacheri	2	1
R$ 856.200,00	curitiba	alto da glória	2	2
R$ 1.346.637,00	curitiba	água verde	3	2
R$ 8.369.266,00	curitiba	cabral	4	5
R$ 1.555.000,00	curitiba	batel	2	3
R$ 515.000,00	curitiba	santo inácio	2	1
R$ 850.000,00	curitiba	cabral	3	2
R$ 125.000,00	curitiba	santa cândida	2	1
R$ 166.600,00	curitiba	santa cândida	2	1
R$ 1.458.200,00	curitiba	mercês	2	2
R$ 815.614,00	curitiba	água verde	2	2
R$ 351.900,00	curitiba	água verde	2	1
R$ 700.000,00	curitiba	cascatinha	3	1
R$ 605.000,00	curitiba	cristo rei	2	1
R$ 429.930,00	curitiba	são francisco	1	1
R$ 850.065,00	curitiba	juvevê	3	2
R$ 1.029.000,00	curitiba	champagnat	3	3
R$ 797.190,00	curitiba	centro	3	1
R$ 236.900,00	curitiba	capão raso	1	1
R$ 2.615.400,00	curitiba	juvevê	3	3
R$ 2.485.577,00	curitiba	alto da glória	4	3
R$ 2.485.000,00	curitiba	água verde	4	3
R$ 889.170,00	curitiba	cabral	3	2
R$ 628.000,00	curitiba	alto da glória	2	2
R$ 680.000,00	curitiba	bacacheri	1	2
R$ 296.130,00	curitiba	campo comprido	1	0
R$ 1.850.000,00	curitiba	água verde	3	3
R$ 1.330.000,00	curitiba	batel	3	3
R$ 786.328,00	curitiba	campo comprido	3	1
R$ 627.000,00	curitiba	vila izabel	2	2
R$ 2.692.300,00	curitiba	cabral	3	3
R$ 847.515.100,00	curitiba	mercês	2	0
R$ 2.900.000,00	curitiba	batel	4	4
R$ 760.000,00	curitiba	pilarzinho	2	2
R$ 705.000,00	curitiba	ahú	2	1
R$ 317.900,00	curitiba	bacacheri	2	1
R$ 800.838,00	curitiba	bacacheri	3	2
R$ 685.000,00	curitiba	cabral	3	2
R$ 476.072,00	curitiba	ecoville	1	1
R$ 4.092.160,00	curitiba	batel	3	4
R$ 186.900,00	curitiba	tingui	1	1
R$ 875.000,00	curitiba	cabral	3	2
R$ 405.000,00	curitiba	novo mundo	3	1
R$ 2.903.000,00	curitiba	cidade industrial de curitiba	3	3
R$ 435.498,00	curitiba	bacacheri	2	1
R$ 9.048.629,00	curitiba	cabral	4	4
R$ 425.410,00	curitiba	boa vista	3	1
R$ 1.024.000,00	curitiba	são francisco	2	2
R$ 471.300,00	curitiba	bacacheri	2	1
R$ 230.000,00	curitiba	cidade industrial de curitiba	1	0
R$ 897.000,00	curitiba	bacacheri	3	2
R$ 155.000,00	curitiba	novo mundo	1	0
R$ 1.990.000,00	curitiba	centro	1	0
R$ 861.000,00	curitiba	cabral	3	1
R$ 1.455.000,00	curitiba	cabral	3	2
R$ 1.080.000,00	curitiba	batel	4	2
R$ 825.000,00	curitiba	ahú	3	2
R$ 850.000,00	curitiba	juvevê	2	1
R$ 850.000,00	curitiba	água verde	3	2
R$ 258.900,00	curitiba	capão raso	1	1
R$ 1.365.583,00	curitiba	água verde	3	2
R$ 991.773,00	curitiba	bigorrilho	3	2
R$ 3.681.000,00	curitiba	portão	3	2
R$ 789.150,00	curitiba	centro	1	0
R$ 1.554.000,00	curitiba	mercês	3	2
R$ 722.000,00	curitiba	cabral	2	1
R$ 909.900,00	curitiba	centro	3	1
R$ 861.790,00	curitiba	cabral	3	2
R$ 320.000,00	curitiba	capão raso	2	1
R$ 765.384,00	curitiba	cabral	3	2
R$ 351.900,00	curitiba	água verde	2	2
R$ 459.309,00	curitiba	batel	1	0
R$ 2.500.000,00	curitiba	mossunguê	3	4
R$ 954.119,00	curitiba	cidade industrial de curitiba	3	2
R$ 5.909.000,00	curitiba	batel	4	4
R$ 539.000,00	curitiba	boa vista	3	1
R$ 597.464,00	curitiba	bacacheri	3	1
R$ 713.720,00	curitiba	água verde	1	2
R$ 3.700.000,00	curitiba	ahú	4	4
R$ 571.900,00	curitiba	cidade industrial de curitiba	2	1
R$ 514.000,00	curitiba	centro	1	1
R$ 1.837.900,00	curitiba	água verde	3	3
R$ 5.360.937,00	curitiba	água verde	4	4
R$ 4.557.700,00	curitiba	batel	3	4
R$ 333.000,00	curitiba	boa vista	2	1
R$ 1.140.500,00	curitiba	mercês	3	3
R$ 1.079.000,00	curitiba	bigorrilho	1	2
R$ 351.900,00	curitiba	água verde	2	1
R$ 245.000,00	curitiba	guaíra	2	1
R$ 764.000,00	curitiba	vila izabel	3	2
R$ 318.000,00	curitiba	bigorrilho	1	1
R$ 701.570,00	curitiba	boa vista	3	1
R$ 227.900,00	curitiba	tingui	2	1
R$ 289.730,00	curitiba	boqueirão	2	1
R$ 1.650.000,00	curitiba	cabral	4	2
R$ 741.930,00	curitiba	cabral	2	2
R$ 941.200,00	curitiba	água verde	3	2
R$ 7.820.838,00	curitiba	campina do siqueira	4	3
R$ 229.900,00	curitiba	lindóia	2	1
R$ 1.600.000,00	curitiba	água verde	4	3
R$ 633.400,00	curitiba	água verde	1	1
R$ 3.032.000,00	curitiba	cidade industrial de curitiba	3	3
R$ 6.063.400,00	curitiba	água verde	3	5
R$ 631.700,00	curitiba	mercês	2	1
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 1.640.682,00	curitiba	água verde	3	2
R$ 1.490.000,00	curitiba	alto da glória	2	3
R$ 197.200,00	curitiba	água verde	1	0
R$ 489.900,00	curitiba	mossunguê	2	1
R$ 286.000,00	curitiba	portão	3	1
R$ 268.526,00	curitiba	campo comprido	2	1
R$ 2.950.000,00	curitiba	cidade industrial de curitiba	4	4
R$ 533.236,00	curitiba	água verde	2	2
R$ 195.257,00	curitiba	bacacheri	1	0
R$ 800.838,00	curitiba	bacacheri	3	2
R$ 1.403.217,00	curitiba	alto da glória	3	2
R$ 399.851,00	curitiba	boa vista	2	1
R$ 1.755.000,00	curitiba	água verde	3	3
R$ 1.066.000,00	curitiba	augusta	1	0
R$ 5.128.500,00	curitiba	batel	4	6
R$ 3.750.000,00	curitiba	seminário	1	4
R$ 864.000,00	curitiba	vila izabel	3	2
R$ 628.000,00	curitiba	alto da glória	3	2
R$ 268.652,00	curitiba	campo comprido	2	1
R$ 800.838,00	curitiba	bacacheri	3	2
R$ 2.279.000,00	curitiba	água verde	1	0
R$ 1.190.000,00	curitiba	bigorrilho	4	3
R$ 151.008,00	curitiba	rebouças	1	0
R$ 1.637.444,00	curitiba	ahú	3	2
R$ 739.742,00	curitiba	boa vista	3	1
R$ 1.150.000,00	curitiba	centro	4	2
R$ 369.800,00	curitiba	água verde	2	1
R$ 637.000,00	curitiba	cristo rei	2	1
R$ 840.790,00	curitiba	cristo rei	3	1
R$ 299.000,00	curitiba	rebouças	4	1
R$ 1.059.000,00	curitiba	batel	3	2
R$ 702.376,00	curitiba	bacacheri	3	2
R$ 713.720,00	curitiba	portão	3	2
R$ 895.000,00	curitiba	alto da rua xv	2	2
R$ 972.400,00	curitiba	batel	3	2
R$ 399.000,00	curitiba	portão	3	1
R$ 457.000,00	curitiba	bacacheri	2	1
R$ 429.930,00	curitiba	são francisco	1	1
R$ 1.544.800,00	curitiba	juvevê	3	3
R$ 725.000,00	curitiba	cabral	2	1
R$ 450.000,00	curitiba	portão	3	1
R$ 457.000,00	curitiba	bacacheri	2	1
R$ 514.412,00	curitiba	água verde	2	2
R$ 510.000,00	curitiba	portão	3	3
R$ 2.200.000,00	curitiba	água verde	3	3
R$ 654.160,00	curitiba	centro	3	2
R$ 813.000,00	curitiba	ahú	3	2
R$ 2.470.600,00	curitiba	cabral	1	3
R$ 1.319.000,00	curitiba	água verde	3	2
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 863.320,00	curitiba	cabral	3	2
R$ 412.282,00	curitiba	centro	1	0
R$ 1.536.150,00	curitiba	juvevê	3	3
R$ 260.000,00	curitiba	pinheirinho	1	1
R$ 1.403.000,00	curitiba	alto da glória	3	1
R$ 275.000,00	curitiba	novo mundo	2	1
R$ 1.100.000,00	curitiba	cabral	4	2
R$ 779.588,00	curitiba	bacacheri	3	2
R$ 998.612,00	curitiba	boa vista	3	1
R$ 299.655,00	curitiba	boqueirão	2	1
R$ 511.000,00	curitiba	santo inácio	3	2
R$ 2.035.440,00	curitiba	juvevê	3	3
R$ 2.924.667,00	curitiba	ecoville	1	4
R$ 337.490,00	curitiba	seminário	1	1
R$ 485.900,00	curitiba	centro	2	1
R$ 427.000,00	curitiba	cidade industrial de curitiba	2	2
R$ 272.900,00	curitiba	água verde	1	0
R$ 1.048.300,00	curitiba	mercês	1	2
R$ 797.190,00	curitiba	centro	2	1
R$ 2.850.000,00	curitiba	água verde	3	4
R$ 265.900,00	curitiba	tingui	2	1
R$ 692.000,00	curitiba	centro	2	2
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 275.000,00	curitiba	portão	3	1
R$ 315.900,00	curitiba	campo comprido	1	1
R$ 3.562.145,00	curitiba	mossunguê	4	4
R$ 627.000,00	curitiba	vila izabel	2	0
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 275.000,00	curitiba	cristo rei	2	1
R$ 9.933.574,00	curitiba	cabral	4	5
R$ 630.881,00	curitiba	cabral	2	1
R$ 3.865.929,00	curitiba	água verde	3	3
R$ 2.580.165,00	curitiba	batel	3	3
R$ 501.000,00	curitiba	centro	2	1
R$ 624.000,00	curitiba	bacacheri	3	1
R$ 400.000,00	curitiba	vila izabel	3	1
R$ 251.900,00	curitiba	cidade industrial de curitiba	2	1
R$ 850.000,00	curitiba	cidade industrial de curitiba	3	2
R$ 2.500.000,00	curitiba	batel	4	4
R$ 2.590.000,00	curitiba	água verde	3	3
R$ 772.337,00	curitiba	bacacheri	3	2
R$ 800.838,00	curitiba	bacacheri	3	2
R$ 4.790.000,00	curitiba	água verde	3	4
R$ 457.000,00	curitiba	bacacheri	2	1
R$ 780.000,00	curitiba	batel	3	2
R$ 738.900,00	curitiba	alto da glória	2	2
R$ 6.198.410,00	curitiba	campo comprido	4	4
R$ 544.914,00	curitiba	centro	1	0
R$ 922.694,00	curitiba	champagnat	3	2
R$ 585.000,00	curitiba	centro	3	1
R$ 1.694.000,00	curitiba	água verde	3	3
R$ 272.900,00	curitiba	água verde	1	0
R$ 9.381.000,00	curitiba	cabral	4	5
R$ 1.222.287,00	curitiba	cidade industrial de curitiba	4	2
R$ 253.440,00	curitiba	centro	1	0
R$ 660.000,00	curitiba	vila izabel	2	1
R$ 159.000,00	curitiba	centro	1	0
R$ 1.080.000,00	curitiba	mercês	3	1
R$ 419.035,00	curitiba	boa vista	1	1
R$ 3.113.318,00	curitiba	mossunguê	3	0
R$ 505.920,00	curitiba	boa vista	2	1
R$ 777.200,00	curitiba	batel	1	0
R$ 349.140,00	curitiba	novo mundo	3	2
R$ 1.515.910,00	curitiba	juvevê	3	3
R$ 343.519,00	curitiba	boa vista	2	1
R$ 2.200.000,00	curitiba	água verde	4	3
R$ 511.000,00	curitiba	santo inácio	3	2
R$ 617.800,00	curitiba	barigui	2	1
R$ 1.305.000,00	curitiba	cabral	3	2
R$ 634.500,00	curitiba	boa vista	3	2
R$ 835.000,00	curitiba	ahú	3	2
R$ 1.431.000,00	curitiba	água verde	3	2
R$ 928.760,00	curitiba	cidade industrial de curitiba	3	2
R$ 731.000,00	curitiba	bigorrilho	2	2
R$ 1.330.000,00	curitiba	batel	3	3
R$ 695.000,00	curitiba	bom retiro	3	2
R$ 8.845.129,00	curitiba	cabral	5	4
R$ 3.252.000,00	curitiba	mossunguê	4	4
R$ 2.875.320,00	curitiba	campo comprido	4	4
R$ 6.315.000,00	curitiba	batel	4	5
R$ 1.421.000,00	curitiba	água verde	3	2
R$ 4.790.900,00	curitiba	água verde	4	4
R$ 3.562.145,00	curitiba	mossunguê	5	4
R$ 1.305.000,00	curitiba	cabral	1	2
R$ 624.000,00	curitiba	bacacheri	3	1
R$ 845.500,00	curitiba	alto da glória	3	2
R$ 6.541.400,00	curitiba	bigorrilho	4	5
R$ 864.839,00	curitiba	cabral	3	1
R$ 254.900,00	curitiba	tingui	2	1
R$ 1.600.000,00	curitiba	seminário	3	3
R$ 2.100.000,00	curitiba	água verde	1	3
R$ 419.900,00	curitiba	mossunguê	2	1
R$ 2.087.000,00	curitiba	alto da glória	3	3
R$ 928.760,00	curitiba	cidade industrial de curitiba	3	2
R$ 1.426.100,00	curitiba	juvevê	3	3
R$ 850.000,00	curitiba	cidade industrial de curitiba	3	2
R$ 1.420.000,00	curitiba	são francisco	3	3
R$ 249.500,00	curitiba	campo comprido	3	1
R$ 215.591,00	curitiba	água verde	1	0
R$ 1.564.000,00	curitiba	cidade industrial de curitiba	3	3
R$ 498.750,00	curitiba	boa vista	2	1
R$ 4.419.532,00	curitiba	batel	4	4
R$ 1.810.525,00	curitiba	mossunguê	1	0
R$ 874.000,00	curitiba	cidade industrial de curitiba	3	2
R$ 4.790.900,00	curitiba	batel	4	4
R$ 1.005.343,00	curitiba	cidade industrial de curitiba	3	2
R$ 5.484.276,00	curitiba	cabral	3	4
R$ 963.200,00	curitiba	centro	3	1
R$ 760.000,00	curitiba	bigorrilho	4	1
R$ 2.926.000,00	curitiba	cabral	4	3
R$ 3.978.469,00	curitiba	batel	4	4
R$ 588.634,00	curitiba	bigorrilho	2	2
R$ 955.179,00	curitiba	cabral	3	2
R$ 4.190.900,00	curitiba	bigorrilho	4	4
R$ 1.450.000,00	curitiba	alto da glória	3	2
